  PID TTY           TIME CMD
47181 ??         0:01.16 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/95.0.4638.69/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,4997161538462103438,6252368147203843966,131072 --lang=ru --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=2661 --shared-files --seatbelt-client=164
47184 ??         0:00.76 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/95.0.4638.69/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,4997161538462103438,6252368147203843966,131072 --lang=ru --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=2664 --shared-files --seatbelt-client=164
47185 ??         0:14.33 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/95.0.4638.69/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,4997161538462103438,6252368147203843966,131072 --lang=ru --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=2665 --shared-files --seatbelt-client=152
47251 ??         0:00.28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/95.0.4638.69/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,4997161538462103438,6252368147203843966,131072 --lang=ru --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=2666 --shared-files --seatbelt-client=152
47283 ??         0:00.39 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/95.0.4638.69/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,4997161538462103438,6252368147203843966,131072 --lang=ru --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=2667 --shared-files --seatbelt-client=152
47377 ??         2:03.37 /Applications/Safari.app/Contents/MacOS/Safari
47397 ??         0:01.00 /Applications/Safari.app/Contents/XPCServices/com.apple.Safari.SandboxBroker.xpc/Contents/MacOS/com.apple.Safari.SandboxBroker
47399 ??         0:19.19 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
47404 ??         0:00.13 /System/Library/Frameworks/ImageIO.framework/Versions/A/XPCServices/ImageIOXPCService.xpc/Contents/MacOS/ImageIOXPCService
47409 ??         0:00.15 /Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/webinspectord
47501 ??         0:14.03 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
47820 ??         2:20.05 /Applications/Postman.app/Contents/MacOS/Postman
47832 ??         0:12.29 /Applications/Postman.app/Contents/Frameworks/Postman Helper (GPU).app/Contents/MacOS/Postman Helper (GPU) --type=gpu-process --field-trial-handle=1718379636,15320490011560366482,10127623067554148917,131072 --enable-features=WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --gpu-preferences=MAAAAAAAAAAgAAAAAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAA6AAAABwAAADgAAAAAAAAAOgAAAAAAAAA8AAAAAAAAAD4AAAAAAAAAAABAAAAAAAACAEAAAAAAAAQAQAAAAAAABgBAAAAAAAAIAEAAAAAAAAoAQAAAAAAADABAAAAAAAAOAEAAAAAAABAAQAAAAAAAEgBAAAAAAAAUAEAAAAAAABYAQAAAAAAAGABAAAAAAAAaAEAAAAAAABwAQAAAAAAAHgBAAAAAAAAgAEAAAAAAACIAQAAAAAAAJABAAAAAAAAmAEAAAAAAACgAQAAAAAAAKgBAAAAAAAAsAEAAAAAAAC4AQAAAAAAABAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAAAAAAABwAAABAAAAAAAAAAAAAAAAgAAAAQAAAAAAAAAAAAAAAKAAAAEAAAAAAAAAAAAAAACwAAABAAAAAAAAAAAAAAAA0AAAAQAAAAAAAAAAEAAAAAAAAAEAAAAAAAAAABAAAABgAAABAAAAAAAAAAAQAAAAcAAAAQAAAAAAAAAAEAAAAIAAAAEAAAAAAAAAABAAAACgAAABAAAAAAAAAAAQAAAAsAAAAQAAAAAAAAAAEAAAANAAAAEAAAAAAAAAAEAAAAAAAAABAAAAAAAAAABAAAAAYAAAAQAAAAAAAAAAQAAAAHAAAAEAAAAAAAAAAEAAAACAAAABAAAAAAAAAABAAAAAoAAAAQAAAAAAAAAAQAAAALAAAAEAAAAAAAAAAEAAAADQAAABAAAAAAAAAABgAAAAAAAAAQAAAAAAAAAAYAAAAGAAAAEAAAAAAAAAAGAAAABwAAABAAAAAAAAAABgAAAAgAAAAQAAAAAAAAAAYAAAAKAAAAEAAAAAAAAAAGAAAACwAAABAAAAAAAAAABgAAAA0AAAA= --shared-files
47833 ??         0:00.12 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
47836 ??         0:16.12 /Applications/Postman.app/Contents/Frameworks/Postman Helper.app/Contents/MacOS/Postman Helper --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1718379636,15320490011560366482,10127623067554148917,131072 --enable-features=WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --service-sandbox-type=network --shared-files --seatbelt-client=48
47838 ??         0:02.89 /Applications/Postman.app/Contents/Frameworks/Postman Helper (Renderer).app/Contents/MacOS/Postman Helper (Renderer) --type=renderer --field-trial-handle=1718379636,15320490011560366482,10127623067554148917,131072 --enable-features=WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --app-path=/Applications/Postman.app/Contents/Resources/app.asar --node-integration --webview-tag --no-sandbox --no-zygote --preload=/Applications/Postman.app/Contents/Resources/app.asar/preload/desktop/index.js --enable-remote-module --background-color=#FFFFFF --enable-spellcheck --enable-websql --disable-electron-site-instance-overrides --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5 --no-v8-untrusted-code-mitigations --shared-files
47841 ??         0:08.05 /Applications/Postman.app/Contents/Frameworks/Postman Helper (Renderer).app/Contents/MacOS/Postman Helper (Renderer) --type=renderer --field-trial-handle=1718379636,15320490011560366482,10127623067554148917,131072 --enable-features=WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --app-path=/Applications/Postman.app/Contents/Resources/app.asar --node-integration --webview-tag --no-sandbox --no-zygote --preload=/Applications/Postman.app/Contents/Resources/app.asar/preload/desktop/index.js --enable-remote-module --background-color=#fff --guest-instance-id=3 --enable-blink-features --disable-blink-features --enable-spellcheck --enable-websql --disable-electron-site-instance-overrides --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files
48649 ??         0:00.06 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
50472 ??         0:05.81 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/95.0.4638.69/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,4997161538462103438,6252368147203843966,131072 --lang=ru --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=2674 --shared-files --seatbelt-client=166
50664 ??         0:00.13 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/95.0.4638.69/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,4997161538462103438,6252368147203843966,131072 --lang=ru --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=2676 --shared-files --seatbelt-client=152
51138 ??         1:22.16 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/95.0.4638.69/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,4997161538462103438,6252368147203843966,131072 --lang=ru --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1608 --shared-files --seatbelt-client=127
51281 ??         0:06.75 /opt/anaconda3/bin/python -m ipykernel_launcher -f /Users/out-egorov-id/Library/Jupyter/runtime/kernel-916fe483-d922-49c4-a955-67cb8cb6a908.json
53961 ??         0:00.01 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
53998 ??         0:00.09 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker-shared -c MDSImporterWorker -m com.apple.mdworker.shared
54203 ??         0:00.05 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker-shared -c MDSImporterWorker -m com.apple.mdworker.shared
55847 ??         0:02.31 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
58831 ??         0:01.13 /usr/libexec/transparencyd
69480 ??        44:28.96 /Applications/zoom.us.app/Contents/MacOS/zoom.us
69496 ??         0:04.54 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
69497 ??         0:01.91 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
69498 ??         0:02.88 /Applications/zoom.us.app/Contents/Frameworks/caphost.app/Contents/MacOS/caphost -pid 69480 -evtname caphost69480 -key rpc
72002 ??         0:00.00 /usr/bin/script -t 0 /dev/null xcrun xcdevice observe --both
76168 ??         0:05.45 /usr/libexec/studentd
76170 ??         0:00.18 /System/Library/PrivateFrameworks/ClassKit.framework/Versions/A/progressd
76177 ??         0:00.13 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
76195 ??         0:01.18 /usr/libexec/avconferenced
76221 ??         0:00.02 /Applications/Telegram.app/Contents/Helpers/crashpad_handler --database=/Users/out-egorov-id/Library/Application Support/Telegram Desktop/tdata/dumps --annotation=ApiId=2040 --annotation=Binary=Telegram.app --annotation=Launched=17.11.2021 09:26:42 --annotation=Platform=MacOS --annotation=UserTag=193be19d9744dae --annotation=Version=3002005 --handshake-fd=5
76230 ??         0:10.13 /System/Library/CoreServices/NowPlayingTouchUI.app/Contents/MacOS/NowPlayingTouchUI
78683 ??         0:00.05 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
78751 ??         0:06.80 /System/Library/CoreServices/PowerChime.app/Contents/MacOS/PowerChime
83138 ??         0:03.98 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreautha.bundle/Contents/MacOS/coreautha
83210 ??         0:09.96 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistant_service
83211 ??         0:00.21 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/com.apple.siri.ClientFlow.ClientScripter.xpc/Contents/MacOS/com.apple.siri.ClientFlow.ClientScripter
89649 ??         0:00.20 /var/folders/zm/7jmg4rps11dbrsm0wg53cl040000gq/T/AppTranslocation/E1A95EBE-0553-48EE-A16B-56DFB03C4BC6/d/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --no-upload-gzip --monitor-self-annotation=ptype=crashpad-handler --database=/Users/out-egorov-id/Library/Application Support/Code/Crashpad --metrics-dir=/Users/out-egorov-id/Library/Application Support/Code --url=appcenter://code?aid=860d6632-f65b-490b-85a8-3e72944f7774&uid=bfb979dc-9833-4bf9-800b-87a704e3d9ab&iid=bfb979dc-9833-4bf9-800b-87a704e3d9ab&sid=bfb979dc-9833-4bf9-800b-87a704e3d9ab --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.53.2 --annotation=prod=Electron --annotation=ver=11.2.1 --handshake-fd=27
89715 ??         2:10.93 /Applications/Cisco/Cisco AnyConnect Secure Mobility Client.app/Contents/MacOS/Cisco AnyConnect Secure Mobility Client
89718 ??         0:07.35 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/95.0.4638.69/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --display-capture-permissions-policy-allowed --origin-trial-disabled-features=CaptureHandle --field-trial-handle=1718379636,4997161538462103438,6252368147203843966,131072 --lang=ru --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1793 --shared-files --seatbelt-client=174
89824 ??        43:00.99 adb -L tcp:5037 fork-server server --reply-fd 4
89836 ??         0:00.00 /usr/bin/script -t 0 /dev/null xcrun xcdevice observe --both
89881 ??         0:00.00 /usr/bin/script -t 0 /dev/null xcrun xcdevice observe --both
90019 ??         1:07.95 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
90060 ??         0:00.39 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
90607 ??         0:00.00 /usr/bin/script -t 0 /dev/null xcrun xcdevice observe --both
90663 ??         0:02.05 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/Resources/SimStreamProcessorServices.simdeviceio/Contents/XPCServices/SimStreamProcessorService.xpc/Contents/MacOS/SimStreamProcessorService
90665 ??         0:02.36 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/Resources/SimAudioProcessorServices.simdeviceio/Contents/XPCServices/SimAudioProcessorService.xpc/Contents/MacOS/SimAudioProcessorService
92891 ??         0:00.03 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
92892 ??         0:00.02 /System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnmountWatcher
93855 ??         0:01.86 /opt/anaconda3/bin/python -m ipykernel_launcher -f /Users/out-egorov-id/Library/Jupyter/runtime/kernel-6d37ab0c-c982-4326-b684-7674b362fb5a.json
93977 ??        17:40.23 /private/var/folders/zm/7jmg4rps11dbrsm0wg53cl040000gq/T/AppTranslocation/E1A95EBE-0553-48EE-A16B-56DFB03C4BC6/d/Visual Studio Code.app/Contents/MacOS/Electron
93981 ??         0:01.14 /var/folders/zm/7jmg4rps11dbrsm0wg53cl040000gq/T/AppTranslocation/E1A95EBE-0553-48EE-A16B-56DFB03C4BC6/d/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --no-upload-gzip --monitor-self-annotation=ptype=crashpad-handler --database=/Users/out-egorov-id/Library/Application Support/Code/Crashpad --metrics-dir=/Users/out-egorov-id/Library/Application Support/Code --url=appcenter://code?aid=860d6632-f65b-490b-85a8-3e72944f7774&uid=bfb979dc-9833-4bf9-800b-87a704e3d9ab&iid=bfb979dc-9833-4bf9-800b-87a704e3d9ab&sid=bfb979dc-9833-4bf9-800b-87a704e3d9ab --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.53.2 --annotation=prod=Electron --annotation=ver=11.2.1 --handshake-fd=27
93982 ??        33:52.69 /private/var/folders/zm/7jmg4rps11dbrsm0wg53cl040000gq/T/AppTranslocation/E1A95EBE-0553-48EE-A16B-56DFB03C4BC6/d/Visual Studio Code.app/Contents/Frameworks/Code Helper (GPU).app/Contents/MacOS/Code Helper (GPU) --type=gpu-process --field-trial-handle=1718379636,6544996704379395198,5239207285936786143,131072 --enable-features=WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --disable-color-correct-rendering --gpu-preferences=MAAAAAAAAAAgAAAAAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAACAEAACAAAAAAAQAAAAAAAAgBAAAAAAAAEAEAAAAAAAAYAQAAAAAAACABAAAAAAAAKAEAAAAAAAAwAQAAAAAAADgBAAAAAAAAQAEAAAAAAABIAQAAAAAAAFABAAAAAAAAWAEAAAAAAABgAQAAAAAAAGgBAAAAAAAAcAEAAAAAAAB4AQAAAAAAAIABAAAAAAAAiAEAAAAAAACQAQAAAAAAAJgBAAAAAAAAoAEAAAAAAACoAQAAAAAAALABAAAAAAAAuAEAAAAAAADAAQAAAAAAAMgBAAAAAAAA0AEAAAAAAADYAQAAAAAAAOABAAAAAAAA6AEAAAAAAADwAQAAAAAAAPgBAAAAAAAAEAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAIAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAAAAAAABwAAABAAAAAAAAAAAAAAAAgAAAAQAAAAAAAAAAAAAAAKAAAAEAAAAAAAAAAAAAAACwAAABAAAAAAAAAAAAAAAA0AAAAQAAAAAAAAAAEAAAAAAAAAEAAAAAAAAAABAAAAAgAAABAAAAAAAAAAAQAAAAYAAAAQAAAAAAAAAAEAAAAHAAAAEAAAAAAAAAABAAAACAAAABAAAAAAAAAAAQAAAAoAAAAQAAAAAAAAAAEAAAALAAAAEAAAAAAAAAABAAAADQAAABAAAAAAAAAABAAAAAAAAAAQAAAAAAAAAAQAAAACAAAAEAAAAAAAAAAEAAAABgAAABAAAAAAAAAABAAAAAcAAAAQAAAAAAAAAAQAAAAIAAAAEAAAAAAAAAAEAAAACgAAABAAAAAAAAAABAAAAAsAAAAQAAAAAAAAAAQAAAANAAAAEAAAAAAAAAAGAAAAAAAAABAAAAAAAAAABgAAAAIAAAAQAAAAAAAAAAYAAAAGAAAAEAAAAAAAAAAGAAAABwAAABAAAAAAAAAABgAAAAgAAAAQAAAAAAAAAAYAAAAKAAAAEAAAAAAAAAAGAAAACwAAABAAAAAAAAAABgAAAA0AAAA= --shared-files
93983 ??         0:04.55 /private/var/folders/zm/7jmg4rps11dbrsm0wg53cl040000gq/T/AppTranslocation/E1A95EBE-0553-48EE-A16B-56DFB03C4BC6/d/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1718379636,6544996704379395198,5239207285936786143,131072 --enable-features=WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=ru --service-sandbox-type=network --standard-schemes=vscode-webview,vscode-webview-resource,vscode-file --secure-schemes=vscode-webview,vscode-webview-resource,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource,vscode-file --fetch-schemes=vscode-webview,vscode-webview-resource,vscode-file --service-worker-schemes --streaming-schemes --shared-files --seatbelt-client=48
93984 ??         0:00.14 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
94053 ??         1:09.42 /private/var/folders/zm/7jmg4rps11dbrsm0wg53cl040000gq/T/AppTranslocation/E1A95EBE-0553-48EE-A16B-56DFB03C4BC6/d/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --disable-color-correct-rendering --field-trial-handle=1718379636,6544996704379395198,5239207285936786143,131072 --enable-features=WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=ru --standard-schemes=vscode-webview,vscode-webview-resource,vscode-file --secure-schemes=vscode-webview,vscode-webview-resource,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource,vscode-file --fetch-schemes=vscode-webview,vscode-webview-resource,vscode-file --service-worker-schemes --streaming-schemes --app-path=/private/var/folders/zm/7jmg4rps11dbrsm0wg53cl040000gq/T/AppTranslocation/E1A95EBE-0553-48EE-A16B-56DFB03C4BC6/d/Visual Studio Code.app/Contents/Resources/app --node-integration --no-sandbox --no-zygote --native-window-open --preload=/private/var/folders/zm/7jmg4rps11dbrsm0wg53cl040000gq/T/AppTranslocation/E1A95EBE-0553-48EE-A16B-56DFB03C4BC6/d/Visual Studio Code.app/Contents/Resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#171717 --disable-blink-features=Auxclick --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files
94228 ??         0:00.00 /usr/bin/script -t 0 /dev/null xcrun xcdevice observe --both
94628 ??         0:00.05 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
95695 ??         0:00.09 /usr/libexec/USBAgent
96491 ??         0:00.89 /System/Library/PrivateFrameworks/DeviceCheckInternal.framework/devicecheckd
96492 ??         0:03.80 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech
96565 ??         0:00.38 /usr/libexec/siriknowledged
96608 ??         0:02.18 /System/Applications/System Preferences.app/Contents/MacOS/System Preferences
96609 ??         0:00.60 /System/Library/PrivateFrameworks/AOSUI.framework/Versions/A/XPCServices/AccountProfileRemoteViewService.xpc/Contents/MacOS/AccountProfileRemoteViewService
96648 ??         0:00.18 /System/Library/PrivateFrameworks/FMClient.framework/Versions/A/XPCServices/FMIPClientXPCService.xpc/Contents/MacOS/FMIPClientXPCService
98590 ??         0:00.00 /usr/bin/script -t 0 /dev/null xcrun xcdevice observe --both
98788 ??         0:00.43 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
89837 ttys002    0:00.41 /Applications/Xcode.app/Contents/Developer/usr/bin/xcdevice observe --both
90608 ttys004    0:00.39 /Applications/Xcode.app/Contents/Developer/usr/bin/xcdevice observe --both
94229 ttys006    0:00.40 /Applications/Xcode.app/Contents/Developer/usr/bin/xcdevice observe --both
 4697 ttys008    0:00.40 /Applications/Xcode.app/Contents/Developer/usr/bin/xcdevice observe --both
 8930 ttys010    0:00.41 /Applications/Xcode.app/Contents/Developer/usr/bin/xcdevice observe --both
 3865 ttys012    0:00.33 /Applications/Xcode.app/Contents/Developer/usr/bin/xcdevice observe --both
51101 ttys014    0:00.13 login -pf out-egorov-id
51102 ttys014    0:00.12 -zsh
51126 ttys014    0:00.00 sh /opt/anaconda3/bin/jupyter_mac.command
51128 ttys014    0:10.76 /opt/anaconda3/bin/python /opt/anaconda3/bin/jupyter-notebook
72003 ttys016    0:00.14 /Applications/Xcode.app/Contents/Developer/usr/bin/xcdevice observe --both
98591 ttys017    0:00.15 /Applications/Xcode.app/Contents/Developer/usr/bin/xcdevice observe --both
89882 ttys019    0:00.14 /Applications/Xcode.app/Contents/Developer/usr/bin/xcdevice observe --both
43065 ttys021    0:00.35 /bin/zsh -l
41445 ttys024    0:00.49 /bin/zsh -l
52670 ttys024    0:00.06 /Library/Frameworks/Python.framework/Versions/3.9/Resources/Python.app/Contents/MacOS/Python server.py
54139 ttys025    0:00.13 /bin/zsh -l
54212 ttys025    0:00.04 /Library/Frameworks/Python.framework/Versions/3.9/Resources/Python.app/Contents/MacOS/Python find_pid.py
54213 ttys025    0:00.00 sh -c ps -x > processes.txt
54214 ttys025    0:00.00 ps -x
